Observation_1-01:00,Observation_1-02:00,Observation_1-03:00,Observation_1-04:00,Observation_1-05:00,Observation_1-06:00,Observation_1-07:00,Observation_1-08:00,Observation_1-09:00,Observation_1-10:00,Observation_1-11:00,Observation_1-12:00,Observation_1-13:00,Observation_1-14:00,Observation_1-15:00,Observation_1-16:00,Observation_1-17:00,Observation_1-18:00,Observation_1-19:00,Observation_1-20:00,Observation_1-21:00,Observation_1-22:00,Observation_1-23:00,Observation_10-00:00,Observation_10-01:00,Observation_10-02:00,Observation_10-03:00,Observation_10-04:00,Observation_10-05:00,Observation_10-06:00,Observation_10-07:00,Observation_10-08:00,Observation_10-09:00,Observation_10-10:00,Observation_10-11:00,Observation_10-12:00,Observation_10-13:00,Observation_10-14:00,Observation_10-15:00,Observation_10-16:00,Observation_10-17:00,Observation_10-18:00,Observation_10-19:00,Observation_10-20:00,Observation_10-21:00,Observation_10-22:00,Observation_10-23:00,Observation_11-00:00,Observation_11-01:00,Observation_11-02:00,Observation_11-03:00,Observation_11-04:00,Observation_11-05:00,Observation_11-06:00,Observation_11-07:00,Observation_11-08:00,Observation_11-09:00,Observation_11-10:00,Observation_11-11:00,Observation_11-12:00,Observation_11-13:00,Observation_11-14:00,Observation_11-15:00,Observation_11-16:00,Observation_11-17:00,Observation_11-18:00,Observation_11-19:00,Observation_11-20:00,Observation_11-21:00,Observation_11-22:00,Observation_11-23:00,Observation_12-00:00,Observation_12-01:00,Observation_12-02:00,Observation_12-03:00,Observation_12-04:00,Observation_12-05:00,Observation_12-06:00,Observation_12-07:00,Observation_12-08:00,Observation_12-09:00,Observation_12-10:00,Observation_12-11:00,Observation_12-12:00,Observation_2-00:00,Observation_2-01:00,Observation_2-02:00,Observation_2-03:00,Observation_2-04:00,Observation_2-05:00,Observation_2-06:00,Observation_2-07:00,Observation_2-08:00,Observation_2-09:00,Observation_2-10:00,Observation_2-11:00,Observation_2-12:00,Observation_2-13:00,Observation_2-14:00,Observation_2-15:00,Observation_2-16:00,Observation_2-17:00,Observation_2-18:00,Observation_2-19:00,Observation_2-20:00,Observation_2-21:00,Observation_2-22:00,Observation_2-23:00,Observation_3-00:00,Observation_3-01:00,Observation_3-02:00,Observation_3-03:00,Observation_3-04:00,Observation_3-05:00,Observation_3-06:00,Observation_3-07:00,Observation_3-08:00,Observation_3-09:00,Observation_3-10:00,Observation_3-11:00,Observation_3-12:00,Observation_3-13:00,Observation_3-14:00,Observation_3-15:00,Observation_3-16:00,Observation_3-17:00,Observation_3-18:00,Observation_3-19:00,Observation_3-20:00,Observation_3-21:00,Observation_3-22:00,Observation_3-23:00,Observation_31-00:00,Observation_31-01:00,Observation_31-02:00,Observation_31-03:00,Observation_31-04:00,Observation_31-05:00,Observation_31-06:00,Observation_31-07:00,Observation_31-08:00,Observation_31-09:00,Observation_31-10:00,Observation_31-11:00,Observation_31-12:00,Observation_31-13:00,Observation_31-14:00,Observation_31-15:00,Observation_31-16:00,Observation_31-17:00,Observation_31-18:00,Observation_31-19:00,Observation_31-20:00,Observation_31-21:00,Observation_31-22:00,Observation_31-23:00,Observation_4-00:00,Observation_4-01:00,Observation_4-02:00,Observation_4-03:00,Observation_4-04:00,Observation_4-05:00,Observation_4-06:00,Observation_4-07:00,Observation_4-08:00,Observation_4-09:00,Observation_4-10:00,Observation_4-11:00,Observation_4-12:00,Observation_4-13:00,Observation_4-14:00,Observation_4-15:00,Observation_4-16:00,Observation_4-17:00,Observation_4-18:00,Observation_4-19:00,Observation_4-20:00,Observation_4-21:00,Observation_4-22:00,Observation_4-23:00,Observation_5-00:00,Observation_5-01:00,Observation_5-02:00,Observation_5-03:00,Observation_5-04:00,Observation_5-05:00,Observation_5-06:00,Observation_5-07:00,Observation_5-08:00,Observation_5-09:00,Observation_5-10:00,Observation_5-11:00,Observation_5-12:00,Observation_5-13:00,Observation_5-14:00,Observation_5-15:00,Observation_5-16:00,Observation_5-17:00,Observation_5-18:00,Observation_5-19:00,Observation_5-20:00,Observation_5-21:00,Observation_5-22:00,Observation_5-23:00,Observation_6-00:00,Observation_6-01:00,Observation_6-02:00,Observation_6-03:00,Observation_6-04:00,Observation_6-05:00,Observation_6-06:00,Observation_6-07:00,Observation_6-08:00,Observation_6-09:00,Observation_6-10:00,Observation_6-11:00,Observation_6-12:00,Observation_6-13:00,Observation_6-14:00,Observation_6-15:00,Observation_6-16:00,Observation_6-17:00,Observation_6-18:00,Observation_6-19:00,Observation_6-20:00,Observation_6-21:00,Observation_6-22:00,Observation_6-23:00,Observation_7-00:00,Observation_7-01:00,Observation_7-02:00,Observation_7-03:00,Observation_7-04:00,Observation_7-05:00,Observation_7-06:00,Observation_7-07:00,Observation_7-08:00,Observation_7-09:00,Observation_7-10:00,Observation_7-11:00,Observation_7-12:00,Observation_7-13:00,Observation_7-14:00,Observation_7-15:00,Observation_7-16:00,Observation_7-17:00,Observation_7-18:00,Observation_7-19:00,Observation_7-20:00,Observation_7-21:00,Observation_7-22:00,Observation_7-23:00,Observation_8-00:00,Observation_8-01:00,Observation_8-02:00,Observation_8-03:00,Observation_8-04:00,Observation_8-05:00,Observation_8-06:00,Observation_8-07:00,Observation_8-08:00,Observation_8-09:00,Observation_8-10:00,Observation_8-11:00,Observation_8-12:00,Observation_8-13:00,Observation_8-14:00,Observation_8-15:00,Observation_8-16:00,Observation_8-17:00,Observation_8-18:00,Observation_8-19:00,Observation_8-20:00,Observation_8-21:00,Observation_8-22:00,Observation_8-23:00,Observation_9-00:00,Observation_9-01:00,Observation_9-02:00,Observation_9-03:00,Observation_9-04:00,Observation_9-05:00,Observation_9-06:00,Observation_9-07:00,Observation_9-08:00,Observation_9-09:00,Observation_9-10:00,Observation_9-11:00,Observation_9-12:00,Observation_9-13:00,Observation_9-14:00,Observation_9-15:00,Observation_9-16:00,Observation_9-17:00,Observation_9-18:00,Observation_9-19:00,Observation_9-20:00,Observation_9-21:00,Observation_9-22:00,Observation_9-23:00,Y-Kappa,ChipRate,BF-CMratio,BlowFlow,ChipLevel4 ,T-upperExt-2 ,T-lowerExt-2  ,UCZAA,WhiteFlow-4 ,AAWhiteSt-4 ,AA-Wood-4  ,ChipMoisture-4 ,SteamFlow-4 ,Lower-HeatT-3,Upper-HeatT-3 ,ChipMass-4 ,WeakLiquorF ,BlackFlow-2 ,WeakWashF ,SteamHeatF-3 ,T-Top-Chips-4 ,SulphidityL-4 
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6377187297472456,0.7454888548177852,0.7753313012972716,0.8828994109114591,0.6410692721484246,0.90549813972716,0.9540283432043963,0.8425872925014309,0.7384145891270643,0.0,0.8665100602594219,0.8930277547475225,0.8282401145153452,0.9877521311711107,0.9781870890193027,0.802032039224803,0.7770185692139704,0.9571762335690698,0.4829394381841934,0.732994378829028,0.9941563500995584,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6467919637070639,0.7403585328458545,0.7765718839603343,0.8782133447796098,0.6112611989098216,0.902233580117003,0.9335631965627337,0.8483113909559244,0.7301071652214812,0.9541009463722397,0.8665100602594219,0.8956334636187769,0.8407422485455762,0.9880606492658468,0.9780328206051178,0.8244711203161654,0.7986621293557654,0.9640778152800574,0.5003667661010318,0.7191309290721909,0.9941130638039997,0.9564555420219244
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7219701879455606,0.7415379172072178,0.7628843957705169,0.8775421094698203,0.6454175755464018,0.9015195359965926,0.9213321780826795,0.0,0.7031258118059486,0.9570977917981072,0.8665100602594219,0.8971929408977852,0.7934521386266037,0.9875304773943101,0.9755677399034536,0.7722594416383118,0.7943727232917195,0.9632302526137958,0.29095519864750635,0.7068148803132698,0.9958366453907964,0.9339220462850183
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7381723914452364,0.7530369147305107,0.7474715939433276,0.8826485302388917,0.6242178065649356,0.9024640785699074,0.9241154617639727,0.8460217515741271,0.6983267568506168,0.0,0.8665100602594219,0.8969165778356823,0.7939774383757732,0.9883631767179666,0.9758248539270954,0.7688991271635988,0.764907113156326,0.9626312987769448,0.19371816994194616,0.7129886944988316,0.9960963631641494,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7602073882047956,0.7730274796556198,0.7783547080522853,0.8910141795683963,0.5822550081858839,0.9009658386260289,0.9220858604441385,0.8746422438465942,0.6941101513001201,0.9616719242902209,0.8665100602594219,0.8964033321489201,0.7945815330873179,0.9878030516333487,0.9755838095299312,0.7665532472472896,0.7214389571034928,0.9633699607455973,0.3682806703785725,0.7332312259205457,0.9958799316863552,0.9412302070645553
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7355800388852883,0.7493808232102843,0.7554984102467198,0.8754218347591841,0.6135976363558258,0.9036591629398575,0.9266999394680309,0.8792215226101888,0.6986056762839181,0.0,0.8699826371157185,0.8999170910813692,0.8046672882713698,0.9880067334823007,0.9759469830883251,0.7909736458355348,0.7669882090261824,0.9630869622222046,0.5855109925039995,0.7081728036379713,0.9958051644485719,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6941023979261179,0.7700200495341432,0.7465185635531603,0.8781023356324561,0.538781520426525,0.9027697395618024,0.9382099153739333,0.8603319977103605,0.7072412406992675,0.9542586750788643,0.8712593197834746,0.8956137234000552,0.7884749235032239,0.9880097288036088,0.9768372403951843,0.7749487499207474,0.7328866153405796,0.9631593238699583,0.6142221414948688,0.7271679403776922,0.9955257710863286,0.9384896467722289
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5994815294880104,0.7552777450171011,0.7593844738204196,0.8761374737278352,0.546382698430124,0.9025467573627971,0.9332872419973176,0.8838008013737836,0.7286277984232848,0.0,0.8741190889592483,0.8989695605827313,0.8330466072202449,0.9899566876538846,0.977984611725685,0.8159646638628824,0.757358247769468,0.9628476672682476,0.6127159553732979,0.7164466620349902,0.9943531059884623,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7453013609850941,0.7361127491449464,0.7798335483128898,0.8769034368431958,0.6798317001341243,0.9037894446741077,0.9350408887517359,0.8660560961648539,0.7118871634167083,0.9610410094637223,0.8767235216014707,0.8943108689644281,0.8102092006251066,0.9883062656131123,0.9759984058930534,0.7657395861952364,0.7941068779729212,0.9643429025045012,0.6139063733469328,0.6986673403650603,0.994813514768497,0.9418392204628501
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.580686973428386,0.7641231277273264,0.7694570191509815,0.8790932772860484,0.5477883793858916,0.901649817730843,0.9277384781550805,0.0,0.7237795223914881,0.9597791798107255,0.8766213869880503,0.9027596825772829,0.8224355522870237,0.9883062656131123,0.9768918771252082,0.804583976160788,0.7707964839917898,0.9620595701144962,0.5893630844679795,0.7356628560601276,0.9946364344684835,0.9311814859926917
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.629293583927414,0.7479065927585801,0.7739839135042763,0.883102927681241,0.6253657395695608,0.9027697395618024,0.9326581842783047,0.8448769318832283,0.713277658826843,0.0,0.8766213869880503,0.9057207153855265,0.8202949558091586,0.9908043635840816,0.9776567913455421,0.7992740452691421,0.7811660823777988,0.9631994451796038,0.6144987879253613,0.7119623571022549,0.9949355034196173,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7504860661049902,0.7469630852694894,0.7677645686305118,0.8719783310144755,0.6609683685986625,0.8700965838626029,0.9227267871767179,0.8717801946193474,0.7027074326559967,0.9570977917981072,0.8765703196813399,0.9071420111334834,0.8029337990991108,0.9888064842715679,0.9770525733899841,0.7828793034216033,0.8376582126224336,0.972419465426536,0.5332332003660675,0.7147097833638604,0.9953762366107617,0.9397076735688185
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7453013609850941,0.7434839014034674,0.7353615353648217,0.8771276753204464,0.550463707656546,0.8665789770378444,0.9231481371583209,0.8448769318832283,0.7184937256800028,0.0,0.8764681850679195,0.9075960361640806,0.8269793951173388,0.9888544094124977,0.9779685420992075,0.8060633598917938,0.758934563724183,0.9779318467910474,0.42007363266104525,0.7043832501736879,0.994656110057374,0.0
